Ulica,Nr,Obiekt,Nr_rej_zabytków
KARŁOWICZA Mieczysława,02,dom,
KARŁOWICZA Mieczysława,03,dom,
KARŁOWICZA Mieczysława,04,dom,
KARŁOWICZA Mieczysława,05,dom,
KARŁOWICZA Mieczysława,06,dom,
KARŁOWICZA Mieczysława,07,dom,
KARŁOWICZA Mieczysława,08,dom,
KARŁOWICZA Mieczysława,09,dom,
KARŁOWICZA Mieczysława,10,dom,
KARŁOWICZA Mieczysława,11,dom,
KARŁOWICZA Mieczysława,13,dom,
KARŁOWICZA Mieczysława,13 A,dom,
KARŁOWICZA Mieczysława,15,dom,
KARŁOWICZA Mieczysława,16,dom,
KARŁOWICZA Mieczysława,17,dom,
KARŁOWICZA Mieczysława,18,dom,
KARŁOWICZA Mieczysława,19,dom,
KARŁOWICZA Mieczysława,20,dom,
KARŁOWICZA Mieczysława,21,dom,
KARŁOWICZA Mieczysława,22,dom,
KARŁOWICZA Mieczysława,24,dom,
KARŁOWICZA Mieczysława,25,dom,
KARŁOWICZA Mieczysława,26,dom,
KARŁOWICZA Mieczysława,27,dom,
KARŁOWICZA Mieczysława,28,dom,
KARŁOWICZA Mieczysława,30,dom,
KARŁOWICZA Mieczysława,30 A,dom,
KARŁOWICZA Mieczysława,31,dom,
KARŁOWICZA Mieczysława,33,dom,
KARŁOWICZA Mieczysława,35,dom,
KARŁOWICZA Mieczysława,36,dom,
KARŁOWICZA Mieczysława,37,dom,
KARŁOWICZA Mieczysława,38,dom,
KARŁOWICZA Mieczysława,39,dom,
KARŁOWICZA Mieczysława,40,dom,
KARŁOWICZA Mieczysława,41,dom,
KARŁOWICZA Mieczysława,42,dom,
KARŁOWICZA Mieczysława,43,dom,
KARŁOWICZA Mieczysława,44,dom,
KARŁOWICZA Mieczysława,45,dom,
KARŁOWICZA Mieczysława,46,dom,
KARŁOWICZA Mieczysława,47,dom,
KARŁOWICZA Mieczysława,48,dom,
KARŁOWICZA Mieczysława,49,dom,
KARŁOWICZA Mieczysława,50,dom,
KARŁOWICZA Mieczysława,51,dom,
KARŁOWICZA Mieczysława,52,dom,
KARŁOWICZA Mieczysława,53,dom,
KARŁOWICZA Mieczysława,54,dom,
KARŁOWICZA Mieczysława,55,dom,
KARŁOWICZA Mieczysława,57,dom,
KARŁOWICZA Mieczysława,58,dom,
KARŁOWICZA Mieczysława,59,dom,
KARŁOWICZA Mieczysława,60,dom,
KARŁOWICZA Mieczysława,61,dom,
KARŁOWICZA Mieczysława,61 A,dom,
KARŁOWICZA Mieczysława,61 B,dom,
KARŁOWICZA Mieczysława,62,dom,
KARŁOWICZA Mieczysława,63,dom,
KARŁOWICZA Mieczysława,64,dom,
KARŁOWICZA Mieczysława,65,dom,
KARŁOWICZA Mieczysława,66,dom,
KARŁOWICZA Mieczysława,67,dom,
KARŁOWICZA Mieczysława,68,dom,
KARŁOWICZA Mieczysława,69,dom,
KARŁOWICZA Mieczysława,70,dom,
KARŁOWICZA Mieczysława,71,dom,
KARŁOWICZA Mieczysława,72,dom,
KARŁOWICZA Mieczysława,73,dom,
KARŁOWICZA Mieczysława,74,dom,
KARŁOWICZA Mieczysława,75,dom,
KARŁOWICZA Mieczysława,76,dom,
KARŁOWICZA Mieczysława,77,dom,
KARŁOWICZA Mieczysława,78,dom,
KARŁOWICZA Mieczysława,80,dom,
KARŁOWICZA Mieczysława,82,dom,
KARŁOWICZA Mieczysława,84,dom,
KARŁOWICZA Mieczysława,86,dom,
KARTUSKA,4/6/8,budynek szpital,
KARTUSKA,7 I 11,ZESPÓŁ DOMÓW GOSPODARSTWA OGRODNICZEGO,1287
KARTUSKA,12/14/16/18,budynki mieszkalne,
KARTUSKA,28,budynek mieszkalny,
KARTUSKA,33,budynek mieszkalny,
KARTUSKA,35A/35/37,budynki mieszkalne,
KARTUSKA,36A,budynek mieszkalny,
KARTUSKA,39/41/43/45/47/49/51,budynki mieszkalne,
KARTUSKA,52,budynek mieszkalny,
KARTUSKA,53/55/57/59/61/63,budynki mieszkalne, budynek- zakład opieki zdrowotnej,
KARTUSKA,54/56,budynki mieszkalne,
KARTUSKA,65/67/69/71,budynki mieszkalne, budynek- zakład opieki zdrowotnej,
KARTUSKA,121,dom,
KARTUSKA,124 A,dom,561
KARTUSKA,128,szkoła wraz z sala gimnastyczna i budynkiem gospodarczym ob.. VIII LO,1565
KARTUSKA,135,dom,
KARTUSKA,139-145,zespół domów,
KARTUSKA,159,budynek mieszkalny,
KARTUSKA,161,budynek mieszkalny,
KARTUSKA,163,budynek mieszkalny,
KARTUSKA,165,budynek mieszkalny,
KARTUSKA,167,budynek mieszkalny,
KARTUSKA,175,budynek mieszkalny,
KARTUSKA,186,zespół kościoła parafialnego p.w. Św. Franciszka z Asyżu z plebanią i budynkiem gospodarczym ,1062
KARTUSKA,191,dom,
KARTUSKA,213/215,zespół młyna motorowego Emaus / młyn , dom mieszkalny, działka, budynek gospodarczy, mur w pierzei zachodniej oraz brama w pierzei wschodniej/,562
KARTUSKA,222,dom,
KARTUSKA,226,dom,
KARTUSKA,236,dom,
KARTUSKA,238 (w pobliżu),cmentarz św. Franciszka,
KARTUSKA,241,dom,
KARTUSKA,243,dom,
KARTUSKA,243 A,0ficyna,
KARTUSKA,245,budynek szkolny I,
KARTUSKA,245 A,budynek szkolny II,
KARTUSKA,249,dom,
KARTUSKA,251,dom,
KARTUSKA,258,budynek mieszkalny,
KARTUSKA,270/272,budynek mieszkalny,
KARTUSKA,280,budynek mieszkalny,
KARTUSKA,283,budynek mieszkalny,
KARTUSKA,289,budynek mieszkalny,
KARTUSKA,360,budynek mieszkalny,
KARTUSKA,362,budynek mieszkalny,
KARWIEŃSKA,2,dom,
KARWIEŃSKA,3,budynek Dyrekcji ZOO,
KARWIEŃSKA,3,d. Młyn Leśny,
KASPROWICZA Jana,1,dom,
KASPROWICZA Jana,4,dom,
KASPROWICZA Jana,6,dom,
KASPROWICZA Jana,7,dom,
KASPROWICZA Jana,11,dom,
KASPROWICZA Jana,12,dom,
KASZTANOWA,5,dom,
KASZUBSKA,2,dom,
KASZUBSKA,4,dom,
KASZUBSKA,6,dom,
KASZUBSKA,8 A,dom,
KASZUBSKA,8 B,dom,
KATARZYNKI,1-3,kamienice- Dom Kaznodziejów,446
KATARZYNKI,,kosciół p.w. Św. Katarzyny,417
KĄTOWA,1,dom,1048
KEMPINGOWA,2,dom,
KEMPINGOWA,3,dom,
KEMPINGOWA,5,dom,
KĘPNA,10,dom,
KĘPNA,12,dom,
KĘPNA,21,dom,
KĘPNA,27,dom,
KĘPNA,28,dom,
KĘPNA,33,dom,
KĘPNA,34,dom,
KIELECKA,7,dom,
KIELECKA,8,dom,
KIELECKA,9 A,dom,
KIELECKA,11 A,dom,
KIELECKA,11,dom,
KIELECKA,13,dom,
KIELECKA,17,dom,
KIELECKA,17 k.,dom,
KIETURAKISA prof. Zdzisława,1-3,d. zespół Szpitala,
KIETURAKISA prof. Zdzisława,1-3,d. zespół Szpitala: drugi budynek,
KIETURAKISA prof. Zdzisława,1-3,d. zespół Szpitala: Oddział Chirurgiczny,
KIETURAKISA prof. Zdzisława,1-3,d. zespół Szpitala: pralnia,
KIETURAKISA prof. Zdzisława,1-3,d. zespół Szpitala: kapliczka,
KIETURAKISA prof. Zdzisława,1,dwór  Uphagenów,560
KIETURAKISA prof. Zdzisława,8,dom,
KIETURAKISA prof. Zdzisława,10,dom,
KILIŃSKIEGO Jana,1-5,d. browar - warzelnia (1),1735
KILIŃSKIEGO Jana,1-5,d. browar - szalet (2),1735
KILIŃSKIEGO Jana,1-5,d. browar - stajnia (3),1735
KILIŃSKIEGO Jana,1-5,d. browar - maszynownia (4),1735
KILIŃSKIEGO Jana,1-5,d. browar - nowa suszarnia słodu(5),1735
KILIŃSKIEGO Jana,1-5,d. browar - bednarnia (6),1735
KILIŃSKIEGO Jana,1-5,d. browar - hala piwa butelkowanego(7),1735
KILIŃSKIEGO Jana,1-5,d. browar - klepiskowe piwnice słodowe I (8a),1735
KILIŃSKIEGO Jana,1-5,d. browar - klepiskowe piwnice słodowe Ii (8b),1735
KILIŃSKIEGO Jana,1-5,d. browar -suszarnia wysłodzin (9),1735
KILIŃSKIEGO Jana,1-5,d. browar - transformatorownia (10),1735
KILIŃSKIEGO Jana,1-5,d. browar - willa dyrektora (11),1735
KILIŃSKIEGO Jana,1-5,d. browar - budynek dyrekcji (12),1735
KILIŃSKIEGO Jana,1-5,d. browar - piwnice fermentacji (13)-obiekt podziemny,1735
KILIŃSKIEGO Jana,1-5,d. browar, piwnice leżakowni (14)-obiekt podziemny,1735
KILIŃSKIEGO Jana,8,dom w zabudowie blokowej,
KILIŃSKIEGO Jana,10,dom w zabudowie blokowej,
KILIŃSKIEGO Jana,12,dom w zabudowie blokowej,
KILIŃSKIEGO Jana,14,dom w zabudowie blokowej,
KILIŃSKIEGO Jana,16,dom w zabudowie blokowej,
KILIŃSKIEGO Jana,18,dom w zabudowie blokowej,
KILIŃSKIEGO Jana,20,dom w zabudowie blokowej,
KILIŃSKIEGO Jana,22,dom w zabudowie blokowej,
KILIŃSKIEGO Jana,23-33,dom w zabudowie blokowej,
KILIŃSKIEGO Jana,24,dom w zabudowie blokowej,
KILIŃSKIEGO Jana,26,dom w zabudowie blokowej,
KILIŃSKIEGO Jana,28,dom w zabudowie blokowej,
KILIŃSKIEGO Jana,30,dom w zabudowie blokowej,
KILIŃSKIEGO Jana,32,dom w zabudowie blokowej,
KILIŃSKIEGO Jana,34,dom w zabudowie blokowej,
KILIŃSKIEGO Jana,35/37/39/41,dom w zabudowie blokowej,
KILIŃSKIEGO Jana,36,dom w zabudowie blokowej,
KILIŃSKIEGO Jana,38,dom w zabudowie blokowej,
KILIŃSKIEGO Jana,40,dom w zabudowie blokowej,
KILIŃSKIEGO Jana,42,dom w zabudowie blokowej,
KILIŃSKIEGO Jana,43/45/47,dom w zabudowie blokowej,
KILIŃSKIEGO Jana,44,dom w zabudowie blokowej,
KILIŃSKIEGO Jana,46,dom w zabudowie blokowej,
KILIŃSKIEGO Jana,48,dom w zabudowie blokowej,
KILIŃSKIEGO Jana,50,dom w zabudowie blokowej,
KILIŃSKIEGO Jana,52,dom w zabudowie blokowej,
KISIELEWSKIEGO Stefana,3,willa,
KISIELEWSKIEGO Stefana,5,willa,
KISIELEWSKIEGO Stefana,6,willa,1498
KISIELEWSKIEGO Stefana,7,willa,
KISIELEWSKIEGO Stefana,8,willa,
KISIELEWSKIEGO Stefana,10,willa,
KLIMATYCZNA,4,dom,
KLIMATYCZNA,10,dom,
KLINICZNA,1,zespół szpitala,
KLINICZNA,1,zespół szpitala,
KLINICZNA,1,zespół szpitala,
KLINICZNA,1k.,zespół szpitala,
KLINICZNA,1B,zespół szpitala,
KLINICZNA,2/2 A,przepompownia,
KLINICZNA,13,dwór Młyniska,770
KLONOWICZA Sebastiana,2A,B,dom,
KLONOWICZA Sebastiana,2 C,D,E,F,dom,
KLONOWICZA Sebastiana,3/5/7,dom,
KLONOWICZA Sebastiana,04/6/8,dom,
KLONOWICZA Sebastiana,9/11,dom,
KLONOWICZA Sebastiana,13/15/17,dom,
KLONOWICZA Sebastiana,18,dom,
KLONOWICZA Sebastiana,19/21,dom,
KLONOWICZA Sebastiana,20,dom,
KLONOWICZA Sebastiana,22-26,dom,
KLONOWICZA Sebastiana,23,dom,
KLONOWICZA Sebastiana,25,dom,
KLONOWICZA Sebastiana,27,dom,
KLONOWICZA Sebastiana,28/31/32,dom,
KLONOWICZA Sebastiana,29,dom,
KLONOWICZA Sebastiana,34/36/38,dom,
KLONOWICZA Sebastiana,37/39,dom,
KLONOWICZA Sebastiana,41/43,szpital,
KLONOWICZA Sebastiana,45/47,sklep, d. stróżówka,
KLONOWICZA Sebastiana,53/55,dom,
KLONOWICZA Sebastiana,57/59,dom, budynek gosp.,
KLONOWICZA Sebastiana,58/60,dom,
KLONOWICZA Sebastiana,62/64,dom,
KLONOWICZA Sebastiana,66/68,dom,
KLONOWICZA Sebastiana,71,dom,
KLONOWICZA Sebastiana,72,dom,
KLONOWICZA Sebastiana,75,dom,
KLONOWICZA Sebastiana,76,dom,
KLONOWICZA Sebastiana,78,dom,
KLONOWICZA Sebastiana,102,dom,
KŁADKI,7,kamienica,
KŁADKI,24/25,d. Victoriaschule, ob.. Uniwersytet Gdański,
KŁOPOT,1A,dom,
KŁOPOT,11,dom,
KŁOSOWA,1,dom,
KOCHANOWSKIEGO Jana,1/1A,dom,
KOCHANOWSKIEGO Jana,3,dom,
KOCHANOWSKIEGO Jana,3A,dom,
KOCHANOWSKIEGO Jana,5,dom,
KOCHANOWSKIEGO Jana,7,dom,
KOCHANOWSKIEGO Jana,8-18,dom,
KOCHANOWSKIEGO Jana,9,dom,
KOCHANOWSKIEGO Jana,11-13,zespół domów,
KOCHANOWSKIEGO Jana,15-17,zespół domów,
KOCHANOWSKIEGO Jana,19,dom,
KOCHANOWSKIEGO Jana,20A,B,C,D,zespół domów,
KOCHANOWSKIEGO Jana,21,dom,
KOCHANOWSKIEGO Jana,23,dom,
KOCHANOWSKIEGO Jana,25,dom,
KOCHANOWSKIEGO Jana,27,dom,
KOCHANOWSKIEGO Jana,29,dom,
KOCHANOWSKIEGO Jana,31,dom,
KOCHANOWSKIEGO Jana,33,dom,
KOCHANOWSKIEGO Jana,35,dom,
KOCHANOWSKIEGO Jana,37,dom,
KOCHANOWSKIEGO Jana,39A,dom,
KOCHANOWSKIEGO Jana,41,dom,
KOCHANOWSKIEGO Jana,45/47,dom,
KOCHANOWSKIEGO Jana,49/51/53/55/57,zespół domów,
KOCHANOWSKIEGO Jana,53A,B,dom,
KOCHANOWSKIEGO Jana,59/59A,dom,
KOCHANOWSKIEGO Jana,61,dom,
KOCHANOWSKIEGO Jana,62,dom,
KOCHANOWSKIEGO Jana,63,dom,
KOCHANOWSKIEGO Jana,64,dom,
KOCHANOWSKIEGO Jana,65,dom,
KOCHANOWSKIEGO Jana,66,dom,
KOCHANOWSKIEGO Jana,67/69/71,zespół domów,
KOCHANOWSKIEGO Jana,68/70,dom,
KOCHANOWSKIEGO Jana,69 k.,dom,
KOCHANOWSKIEGO Jana,69 k.,dom,
KOCHANOWSKIEGO Jana,72,dom,
KOCHANOWSKIEGO Jana,73,dom,
KOCHANOWSKIEGO Jana,74,dom,
KOCHANOWSKIEGO Jana,75,dom,
KOCHANOWSKIEGO Jana,76,dom,
KOCHANOWSKIEGO Jana,79A,dom,
KOCHANOWSKIEGO Jana,81/83/85,zespół domów,
KOCHANOWSKIEGO Jana,82/84/86,zespół domów,
KOCHANOWSKIEGO Jana,87,dom,
KOCHANOWSKIEGO Jana,88,dom,
KOCHANOWSKIEGO Jana,89,dom,
KOCHANOWSKIEGO Jana,91,dom,
KOCHANOWSKIEGO Jana,93,dom,
KOCHANOWSKIEGO Jana,94,dom,
KOCHANOWSKIEGO Jana,95,dom,
KOCHANOWSKIEGO Jana,96,dom,
KOCHANOWSKIEGO Jana,97,dom,
KOCHANOWSKIEGO Jana,98,dom,
KOCHANOWSKIEGO Jana,99,dom,
KOCHANOWSKIEGO Jana,100/102/104,zespół domów,
KOCHANOWSKIEGO Jana,101,dom,
KOCHANOWSKIEGO Jana,103,dom,
KOCHANOWSKIEGO Jana,105,dom,
KOCHANOWSKIEGO Jana,106,dom,
KOCHANOWSKIEGO Jana,107/109/111,zespół domów,
KOCHANOWSKIEGO Jana,108,dom,
KOCHANOWSKIEGO Jana,110,dom,
KOCHANOWSKIEGO Jana,112,dom,
KOCHANOWSKIEGO Jana,113,dom,
KOCHANOWSKIEGO Jana,130,dom,
KOCHANOWSKIEGO Jana,130,dom,
KOCHANOWSKIEGO Jana,130,dom,
KOLEJARZY,2,osiedle domków robotniczych Fundacji dr Abegga ,985
KOLEJARZY,3,osiedle domków robotniczych Fundacji dr Abegga ,985
KOLEJARZY,4,osiedle domków robotniczych Fundacji dr Abegga ,985
KOLEJARZY,5,osiedle domków robotniczych Fundacji dr Abegga ,985
KOLEJARZY,6,osiedle domków robotniczych Fundacji dr Abegga ,985
KOLEJARZY,7,osiedle domków robotniczych Fundacji dr Abegga ,985
KOLEJARZY,8,osiedle domków robotniczych Fundacji dr Abegga ,985
KOLEJARZY,9,osiedle domków robotniczych Fundacji dr Abegga ,985
KOLEJARZY,10,osiedle domków robotniczych Fundacji dr Abegga ,985
KOLEJARZY,11,osiedle domków robotniczych Fundacji dr Abegga ,985
KOLEJARZY,12,osiedle domków robotniczych Fundacji dr Abegga ,985
KOLEJARZY,13,osiedle domków robotniczych Fundacji dr Abegga ,985
KOLEJARZY,14,osiedle domków robotniczych Fundacji dr Abegga ,985
KOLEJARZY,15,osiedle domków robotniczych Fundacji dr Abegga ,985
KOLEJARZY,16,osiedle domków robotniczych Fundacji dr Abegga ,985
KOLEJARZY,17,osiedle domków robotniczych Fundacji dr Abegga ,985
KOLEJARZY,18,osiedle domków robotniczych Fundacji dr Abegga ,985
KOLEJARZY,19,osiedle domków robotniczych Fundacji dr Abegga ,985
KOLEJOWA,3,budynek mieszkalny,
KOLEJOWA,4,budynek mieszkalny,
KOLEJOWA,5,budynek mieszkalny,
KOLEJOWA,6,budynek mieszkalny,
KOLEJOWA,6A,budynek mieszkalny,
KOLEJOWA,7,budynek mieszkalny,
KOLEJOWA,8,budynek z zegarem przy SKM Gdańsk-Stocznia,
KOLONIA ANIELINKI,,Szaniec Jezuicki m. ulicami Zamiejska, Cienistą, Szkocką,477
KOLONIA ANIELINKI,1,dom,
KOLONIA ANIELINKI,28,dom,
KOLONIA ANIELINKI,34,dom,
KOLONIA MYSIA,9,dom,
KOLONIA MYSIA,14,dom,
KOLONIA MYSIA,17,dom,
KOLONIA MYSIA,21,dom,
KOLONIA MYSIA,34,dom,
KOLONIA MYSIA,39,dom,
KOLONIA MYSIA,43,dom,
KOLONIA MYSIA,50,dom,
KOLONIA MYSIA,53,dom,
KOLONIA MYSIA,21,dom,
KOLONIA MYSIA,37,dom,
KOLONIA MYSIA,38,dom,
KOLONIA ORKA,30,dom,
KOLONIA ORKA,33,dom,
KOLONIA ORKA,35,dom,
KOLONIA ORKA,43,dom,
KOLONIA ROLA,10,dom,
KOLONIA ROLA,13,dom,
KOLONIA ROLA,14,dom,
KOLONIA ROLA,18,dom,
KOLONIA ROLA,20,dom,
KOLONIA ROLA,23,dom,
KOLONIA ROLA,24,dom,
KOLONIA ROLA,27,dom,
KOLONIA ZARANIE,10,dom,
KOLONIA ZARANIE,24,dom,
KOLONIA ZARANIE,44,dom,
KOŁŁĄTAJA Hugo,2,dom,
KOŁODZIEJSKA ,2,kamienica,
KOŁODZIEJSKA,4 ,budynek teatru,
KOŁODZIEJSKA ,7/9,kamienica,
KONARSKIEGO Stanisława,2,dom,
KONOPNICKIEJ Marii,3A,dom,
KONOPNICKIEJ Marii,3B,drugi budynek ,
KONOPNICKIEJ Marii,5,willa,1020
KONOPNICKIEJ Marii,7,willa,1718
KONOPNICKIEJ Marii,8,willa z ogrodzeniem,1704
KONOPNICKIEJ Marii,9,kamienica,
KONOPNICKIEJ Marii,18,kamienica,
KONOPNICKIEJ Marii,11,kamienica,
KONOPNICKIEJ Marii,12,kamienica,
KONOPNICKIEJ Marii,14,kamienica,
KONOPNICKIEJ Marii,15,kamienica,
KOPALNIANA,2,dom,
KOPALNIANA,4,dom,
KOPALNIANA,5,dom,
KOPALNIANA,6,dom,
KOPALNIANA,7,dom,
KOPALNIANA,8,dom,
KOPALNIANA,9,dom,
KOPALNIANA,11,dom,
KOPALNIANA,12,dom,
KOPALNIANA,13,dom,
KOPALNIANA,15,dom,
KOPALNIANA,16,dom,
KOPALNIANA,17,dom,
KOPALNIANA,18,dom i budynek w głębi działki,
KOPALNIANA,19,dom,
KOPALNIANA,20,dom,
KOPALNIANA,21,dom,
KOPALNIANA,22,dom,
KOPALNIANA,23,dom,
KOPALNIANA,24,dom,
KOPALNIANA,25,dom,
KOPALNIANA,26,dom,
KOPERNIKA Mikołaja,1,dom,
KOPERNIKA Mikołaja,1 k.,dom,
KOPERNIKA Mikołaja,2,dom,
KOPERNIKA Mikołaja,4,dom,
KOPERNIKA Mikołaja,8,dom,
KOPERNIKA Mikołaja,9,dom,
KOPERNIKA Mikołaja,17,dom,
KORZENIOWSKIEGO Konrada,1,budynek mieszkalny,
KORZENIOWSKIEGO Konrada,11,budynek mieszkalny,
KORZENNA,33/35,Ratusz Staromiejski,412
KOSSAKA Juliusza,1,willa,
KOSSAKA Juliusza,2,willa,
KOSSAKA Juliusza,3,dom,
KOSSAKA Juliusza,6,dom,
KOSSAKA Juliusza,7,dom,
KOSSAKA Juliusza,8,dom,
KOŚCIERSKA,10,Zespół. Młyna Prochowego, budynek mieszkalny,
KOŚCIERSKA,12,Zespół Młyna Prochowego, młyn,
KOŚCIERSKA,2,dom,
KOŚCIERSKA,8,dom,
KOŚCIUSZKI Tadeusza,02 A,dom,
KOŚCIUSZKI Tadeusza,04 A k.,wiadukt nad torami kolejowymi,
KOŚCIUSZKI Tadeusza,09,dom w zespole osiedla,
KOŚCIUSZKI Tadeusza,09 A,dom w zespole osiedla,
KOŚCIUSZKI Tadeusza,09 B,dom w zespole osiedla,
KOŚCIUSZKI Tadeusza,09 C,dom w zespole osiedla,
KOŚCIUSZKI Tadeusza,09 E,dom w zespole osiedla,
KOŚCIUSZKI Tadeusza,10,dom w zespole osiedla,
KOŚCIUSZKI Tadeusza,10 A,dom w zespole osiedla,
KOŚCIUSZKI Tadeusza,11/13/15/17/19/21/23/25/27,dom w zespole osiedla,
KOŚCIUSZKI Tadeusza,12/14/16/18/20/22,dom w zespole osiedla,
KOŚCIUSZKI Tadeusza,24,dom w zespole osiedla,
KOŚCIUSZKI Tadeusza,26/28/30/32/34/36/38,dom w zespole osiedla,
KOŚCIUSZKI Tadeusza,29/31/33/35/37/39/41/ 43/45/47,dom w zespole osiedla,
KOŚCIUSZKI Tadeusza,40-78,dom w zespole osiedla,
KOŚCIUSZKI Tadeusza,61,wiadukt nad torami kolejowymi,
KOŚCIUSZKI Tadeusza,63,dom w zespole osiedla,
KOŚCIUSZKI Tadeusza,65,dom w zespole osiedla,
KOŚCIUSZKI Tadeusza,67,dom w zespole osiedla,
KOŚCIUSZKI Tadeusza,69,dom w zespole osiedla,
KOŚCIUSZKI Tadeusza,71,dom w zespole osiedla,
KOŚCIUSZKI Tadeusza,73-85,dom w zespole osiedla,
KOŚCIUSZKI Tadeusza,80/82/84,dom w zespole osiedla,
KOŚCIUSZKI Tadeusza,86/88/90/92/94,dom w zespole osiedla,
KOŚCIUSZKI Tadeusza,87-95,dom w zespole osiedla,
KOŚCIUSZKI Tadeusza,96/98/100/102/104,dom w zespole osiedla,
KOŚCIUSZKI Tadeusza,97/99/101/103/103A,dom w zespole osiedla,
KOŚCIUSZKI Tadeusza,106/108/110/112/112A ,dom w zespole osiedla,
KOTWICZNIKÓW,10 A,kamienica,
KOTWICZNIKÓW,20,Baszta Kotwiczników,467
KOTWICZNIKÓW,21 (21/25),kamienica,
KOTWICZNIKÓW,22 (21/25),kamienica,
KOTWICZNIKÓW,23 (21/25),kamienica,
KOTWICZNIKÓW,24 (21/25B),kamienica,
KOTWICZNIKÓW,25 (21/25B),kamienica,
KOZIA, (1/2), oficyny Św. Ducha 120 i 121, ob. kamienica 1 od prawej strony, ,
KOZIA, (1/2),d. Św. Ducha 120, 121 - część tylna, ob. kamienica 2 od prawej strony,,
KOZIA, (6/8),d. nr 2, ob. kamienica 1 od prawej strony,,
KOZIA, (6/8),d. nr 3, ob. kamienica 3 od prawej strony, ,
KOZIA, (6/8),d. nr 2 i 3, ob. kamienica 2 od prawej strony, ,
KRAMARSKA,2 (1/2),kamienica,
KRAMARSKA,1 (1/2róg),kamienica,
KRAMARSKA,3 (3/7),kamienica,
KRAMARSKA,4 (3/7),kamienica,
KRAMARSKA,5 (3/7),kamienica,
KRAMARSKA,6 (3/7),kamienica,
KRAMARSKA,7 (3/7),kamienica,
KRAMARSKA,10 (róg Chlebnicka),kamienica (siedziba Polskiego Towarzystwa Ekonomicznego),
KRAŃCOWA,2,dom,
KRAŃCOWA,4,dom,
KRAŃCOWA,6,dom,
KRASICKIEGO Ignacego,4,budynek mieszkalny,
KRASICKIEGO Ignacego,6,willa tzw Villa Schmidt - wraz z działką i znajdujacym się na niej starodrzewem,1746
KRASICKIEGO Ignacego,7,budynek mieszkalny,
KRASICKIEGO Ignacego,7A,budynek mieszkalny,
KRASZEWSKIEGO Józefa ,1,dom w zabudowie szeregowej,
KRASZEWSKIEGO Józefa ,2,dom w zabudowie szeregowej,
KRASZEWSKIEGO Józefa ,3,dom w zabudowie szeregowej,
KRASZEWSKIEGO Józefa ,4,dom w zabudowie szeregowej,
KRASZEWSKIEGO Józefa ,5,dom w zabudowie szeregowej,
KRASZEWSKIEGO Józefa ,6,dom w zabudowie szeregowej,
KRASZEWSKIEGO Józefa ,7,dom w zabudowie szeregowej,
KRASZEWSKIEGO Józefa ,8,dom w zabudowie szeregowej,
KRASZEWSKIEGO Józefa ,9,dom w zabudowie szeregowej,
KRASZEWSKIEGO Józefa ,10,dom w zabudowie szeregowej,
KRASZEWSKIEGO Józefa ,11,dom w zabudowie szeregowej,
KRASZEWSKIEGO Józefa ,12,dom w zabudowie szeregowej,
KRASZEWSKIEGO Józefa ,13,dom w zabudowie szeregowej,
KRASZEWSKIEGO Józefa ,14,dom w zabudowie szeregowej,
KRASZEWSKIEGO Józefa ,15,dom w zabudowie szeregowej,
KRASZEWSKIEGO Józefa ,16,dom w zabudowie szeregowej,
KRASZEWSKIEGO Józefa ,17,dom w zabudowie szeregowej,
KRASZEWSKIEGO Józefa ,18,dom w zabudowie szeregowej,
KRASZEWSKIEGO Józefa ,19,dom w zabudowie szeregowej,
KRASZEWSKIEGO Józefa ,20,dom w zabudowie szeregowej,
KRASZEWSKIEGO Józefa ,21,dom w zabudowie szeregowej,
KRASZEWSKIEGO Józefa ,22,dom w zabudowie szeregowej,
KRASZEWSKIEGO Józefa ,23,dom w zabudowie szeregowej,
KRASZEWSKIEGO Józefa ,24,dom w zabudowie szeregowej,
KRASZEWSKIEGO Józefa ,25,dom w zabudowie szeregowej,
KRASZEWSKIEGO Józefa ,26,dom w zabudowie szeregowej,
KRASZEWSKIEGO Józefa ,27,dom w zabudowie szeregowej,
KRĘCKIEGO Franciszka,1,dom,
KRĘCKIEGO Franciszka,2,dom,
KRĘCKIEGO Franciszka,3,dom,
KRĘCKIEGO Franciszka,4,dom,
KRĘCKIEGO Franciszka,5,dom,
KRĘCKIEGO Franciszka,6,dom,
KRĘTA,2,dom,
KRĘTA,7,dom,
KRĘTA,8/9,dom,
KRĘTA,10-11,dom,
KRĘTA,12-13,dom,
KRĘTA,37/38,dom,
KRĘTA,43,dom,
KRĘTA,44,dom,
KRĘTA,45,dom,
KRĘTA,48,dom,
KRĘTA,49,dom,
KRĘTA,50/51,dom,
KROSNA,5/6,dom,
KROSNA,9/10,dom,
KROWODERSKA,11 A,dom,
KRÓLIKARNIA,4,dom,
KRÓLIKARNIA,5,dom,
KRÓLIKARNIA,6/7,dom,
KRÓLIKARNIA,14,dom,
KRÓLIKARNIA,18,dom,
KRÓLIKARNIA,19,dom,
KRÓLIKARNIA,20,dom,
KRÓLIKARNIA,21,dom,
KRÓLIKARNIA,22,dom,
KRYNICZNA,1,dom,
KRYNICZNA,2,dom,
KRYNICZNA,3,dom,
KRYNICZNA,4,dom,
KRYNICZNA,5,dom,
KRYNICZNA,6,dom,
KRYNICZNA,7,dom,
KRYNICZNA,8,dom,
KRZEMIENIECKIEJ Lucyny,1/2,dom,
KRZEMIENIECKIEJ Lucyny,3/4/5,dom,
